DATE,DGS2
2004-12-01,3.0118181818181818
2005-01-01,3.2225000000000000
2005-02-01,3.3847368421052632
2005-03-01,3.7268181818181818
2005-04-01,3.6538095238095238
2005-05-01,3.6438095238095238
2005-06-01,3.6404545454545455
2005-07-01,3.8710000000000000
2005-08-01,4.0443478260869565
2005-09-01,3.9461904761904762
2005-10-01,4.2710000000000000
2005-11-01,4.4165000000000000
2005-12-01,4.4042857142857143
2006-01-01,4.3955000000000000
2006-02-01,4.6684210526315789
2006-03-01,4.7339130434782609
2006-04-01,4.8889473684210526
2006-05-01,4.9681818181818182
2006-06-01,5.1218181818181818
2006-07-01,5.1185000000000000
2006-08-01,4.9034782608695652
2006-09-01,4.7690000000000000
2006-10-01,4.7957142857142857
2006-11-01,4.7404761904761905
2006-12-01,4.6735000000000000
2007-01-01,4.8761904761904762
2007-02-01,4.8489473684210526
2007-03-01,4.5736363636363636
2007-04-01,4.6661904761904762
2007-05-01,4.7663636363636364
2007-06-01,4.9804761904761905
2007-07-01,4.8190476190476190
2007-08-01,4.3130434782608696
2007-09-01,4.0115789473684211
2007-10-01,3.9677272727272727
2007-11-01,3.3365000000000000
2007-12-01,3.1170000000000000
2008-01-01,2.4757142857142857
2008-02-01,1.9730000000000000
2008-03-01,1.6170000000000000
2008-04-01,2.0472727272727273
2008-05-01,2.4457142857142857
2008-06-01,2.7738095238095238
2008-07-01,2.5731818181818182
2008-08-01,2.4204761904761905
2008-09-01,2.0761904761904762
2008-10-01,1.6122727272727273
2008-11-01,1.2127777777777778
2008-12-01,0.82090909090909090909
2009-01-01,0.80700000000000000000
2009-02-01,0.97526315789473684211
2009-03-01,0.93136363636363636364
2009-04-01,0.92714285714285714286
2009-05-01,0.92950000000000000000
2009-06-01,1.1840909090909091
2009-07-01,1.01909090909090909091
2009-08-01,1.1152380952380952
2009-09-01,0.95619047619047619048
2009-10-01,0.94904761904761904762
2009-11-01,0.80315789473684210526
2009-12-01,0.87454545454545454545
2010-01-01,0.92894736842105263158
2010-02-01,0.85684210526315789474
2010-03-01,0.95869565217391304348
2010-04-01,1.0604545454545455
2010-05-01,0.83050000000000000000
2010-06-01,0.72454545454545454545
2010-07-01,0.61666666666666666667
2010-08-01,0.52045454545454545455
2010-09-01,0.48000000000000000000
2010-10-01,0.37600000000000000000
2010-11-01,0.45400000000000000000
2010-12-01,0.61818181818181818182
